tenure,contract,customer_satisfaction,num_complaints,late_payments,monthlycharges,churn
3,one_year,7.0,0.0,1,116.75,0
28,two_year,8.0,2.0,1,101.06,0
15,two_year,6.0,0.0,0,73.62,0
25,one_year,3.0,0.0,0,141.52,0
28,one_year,9.0,2.0,2,99.3,1
5,two_year,5.0,1.0,0,99.47,0
51,two_year,6.0,0.0,0,94.72,0
27,one_year,4.0,2.0,1,75.88,0
41,two_year,5.0,2.0,1,111.64,0
3,one_year,8.0,0.0,1,102.7,1
72,one_year,7.0,1.0,1,62.84,0
1,one_year,5.0,1.0,0,85.5,0
7,two_year,4.0,0.0,1,64.58,0
33,one_year,7.0,0.0,1,92.79,0
22,one_year,8.0,0.0,0,73.68,0
6,two_year,1.0,0.0,0,68.99,1
5,two_year,5.0,0.0,0,44.66,0
56,two_year,9.0,1.0,0,117.95,0
32,one_year,8.0,0.0,0,43.22,0
6,one_year,8.0,0.0,0,86.87,0
8,one_year,8.0,0.0,3,101.32,0
72,one_year,5.0,0.0,1,103.97,0
26,one_year,2.0,0.0,0,94.62,0
8,one_year,5.0,1.0,1,68.0,0
12,two_year,7.0,0.0,1,81.52,0
18,one_year,8.0,1.0,1,83.05,0
22,two_year,7.0,1.0,0,77.3,0
12,two_year,9.0,0.0,0,84.44,0
29,one_year,8.0,0.0,0,119.41,0
12,one_year,7.0,0.0,1,63.84,0
12,one_year,6.0,1.0,1,76.64,0
1,month_to_month,7.0,0.0,0,44.45,1
39,one_year,8.0,1.0,0,93.62,0
72,two_year,1.0,0.0,0,91.5,0
1,one_year,2.0,0.0,2,101.08,0
59,one_year,2.0,0.0,0,66.58,1
2,two_year,9.0,1.0,1,72.39,0
19,one_year,4.0,0.0,2,122.02,0
1,two_year,6.0,1.0,0,76.51,1
31,two_year,1.0,0.0,0,114.51,0
3,one_year,8.0,0.0,0,78.77,0
38,one_year,8.0,0.0,0,91.23,0
26,one_year,7.0,0.0,1,85.03,0
34,two_year,2.0,1.0,0,83.38,1
32,one_year,5.0,1.0,0,61.55,0
20,two_year,7.0,0.0,0,70.14,0
72,month_to_month,9.0,2.0,0,102.81,0
39,one_year,7.0,1.0,0,117.39,0
6,one_year,9.0,1.0,0,98.46,1
36,one_year,8.0,1.0,0,83.0,0
48,two_year,9.0,2.0,1,117.85,0
36,one_year,8.0,1.0,0,59.77,0
19,one_year,5.0,2.0,0,118.37,0
11,one_year,8.0,0.0,0,75.11,0
42,one_year,4.0,2.0,0,91.92,0
23,one_year,7.0,0.0,0,115.65,0
12,one_year,7.0,2.0,1,98.19,1
5,two_year,9.0,1.0,1,117.83,0
58,one_year,8.0,1.0,0,117.43,0
9,two_year,8.0,2.0,0,62.26,0
17,two_year,8.0,0.0,0,84.42,0
31,one_year,1.0,1.0,0,76.04,0
8,two_year,9.0,1.0,0,104.28,0
2,one_year,6.0,3.0,0,106.71,0
1,one_year,8.0,2.0,0,75.61,0
11,one_year,4.0,0.0,0,64.72,0
22,two_year,2.0,1.0,0,105.49,0
50,two_year,9.0,2.0,2,62.21,0
19,one_year,5.0,1.0,1,77.22,0
4,one_year,3.0,0.0,0,110.97,0
2,one_year,9.0,0.0,1,105.57,0
15,two_year,8.0,0.0,0,78.96,0
14,one_year,7.0,1.0,0,80.6,0
1,two_year,6.0,2.0,0,85.61,0
14,one_year,3.0,0.0,0,91.92,0
7,two_year,4.0,0.0,0,119.35,0
44,two_year,2.0,0.0,0,94.3,1
33,one_year,3.0,0.0,0,87.0,0
10,one_year,7.0,2.0,0,86.95,0
6,one_year,6.0,0.0,0,83.68,0
72,one_year,4.0,0.0,1,108.12,0
8,one_year,7.0,0.0,0,105.76,0
40,one_year,8.0,0.0,0,71.19,0
6,one_year,7.0,0.0,2,93.23,0
18,one_year,5.0,2.0,0,105.85,0
29,one_year,5.0,0.0,1,105.77,0
17,one_year,7.0,0.0,0,97.14,0
60,one_year,5.0,0.0,0,51.17,0
31,one_year,8.0,1.0,0,49.0,0
46,two_year,7.0,1.0,0,89.33,0
69,two_year,3.0,1.0,1,94.44,0
10,two_year,4.0,0.0,0,89.57,1
4,one_year,9.0,0.0,0,42.36,0
70,one_year,5.0,2.0,1,72.65,0
32,one_year,8.0,1.0,0,95.42,0
48,two_year,8.0,1.0,1,93.4,0
34,one_year,4.0,0.0,0,82.4,0
72,two_year,9.0,0.0,0,93.61,0
35,one_year,1.0,1.0,0,109.44,1
2,one_year,9.0,1.0,0,85.83,0
4,one_year,6.0,1.0,0,137.67,0
13,one_year,9.0,1.0,1,87.41,0
5,two_year,7.0,1.0,0,102.43,0
38,one_year,2.0,0.0,0,97.48,0
1,one_year,7.0,0.0,2,117.36,0
19,one_year,6.0,1.0,0,81.23,0
21,one_year,5.0,0.0,2,86.46,0
3,two_year,8.0,0.0,1,89.2,0
62,two_year,5.0,0.0,0,87.06,0
34,one_year,3.0,0.0,1,123.92,0
3,one_year,5.0,1.0,1,88.53,0
22,one_year,6.0,0.0,0,80.75,0
19,one_year,3.0,1.0,0,90.5,0
7,one_year,9.0,0.0,0,93.2,0
72,one_year,3.0,1.0,1,78.41,0
19,two_year,3.0,1.0,1,116.31,0
4,two_year,2.0,0.0,0,118.58,0
22,two_year,5.0,0.0,2,62.65,0
12,one_year,6.0,0.0,1,90.65,0
20,one_year,7.0,1.0,0,126.57,0
34,one_year,8.0,0.0,0,77.54,0
3,one_year,6.0,1.0,1,66.5,0
1,two_year,7.0,1.0,0,88.62,0
48,one_year,7.0,0.0,1,76.85,0
58,one_year,4.0,0.0,0,93.1,0
2,two_year,6.0,1.0,1,91.1,0
34,two_year,1.0,0.0,0,79.81,0
6,one_year,8.0,1.0,0,72.09,0
33,two_year,6.0,2.0,0,69.6,0
14,one_year,8.0,2.0,0,121.01,0
24,two_year,3.0,0.0,0,87.51,0
5,one_year,7.0,0.0,0,95.55,0
14,two_year,6.0,1.0,0,75.59,0
34,two_year,8.0,0.0,0,98.91,0
5,two_year,1.0,0.0,0,110.46,0
21,one_year,6.0,1.0,0,155.83,0
15,month_to_month,9.0,2.0,0,83.86,0
7,two_year,6.0,0.0,1,45.8,0
8,one_year,8.0,0.0,0,114.74,0
27,two_year,9.0,2.0,0,81.6,0
45,one_year,9.0,0.0,1,93.02,0
8,two_year,9.0,0.0,0,110.27,0
3,one_year,9.0,1.0,0,45.54,1
53,one_year,4.0,1.0,1,87.66,0
1,one_year,6.0,1.0,1,107.39,0
43,two_year,7.0,1.0,1,86.02,0
14,two_year,4.0,0.0,0,112.8,0
41,one_year,7.0,3.0,0,80.71,0
10,one_year,9.0,0.0,2,104.4,0
1,one_year,5.0,0.0,0,62.53,0
11,two_year,7.0,1.0,3,91.41,0
16,two_year,2.0,3.0,0,111.92,0
1,one_year,1.0,1.0,1,99.79,0
33,two_year,6.0,0.0,0,62.24,1
39,two_year,2.0,1.0,1,86.93,0
47,one_year,9.0,1.0,2,94.89,0
37,one_year,6.0,1.0,1,110.26,0
5,one_year,4.0,0.0,0,65.01,0
1,one_year,8.0,0.0,0,62.07,0
10,two_year,9.0,2.0,2,102.67,0
5,one_year,3.0,0.0,1,84.34,0
65,two_year,5.0,1.0,0,58.49,1
20,one_year,8.0,2.0,1,64.79,0
1,two_year,5.0,0.0,0,95.31,0
12,one_year,4.0,0.0,0,90.4,0
5,one_year,4.0,2.0,0,179.33,0
26,two_year,4.0,0.0,0,128.38,0
9,one_year,5.0,1.0,1,46.88,0
2,two_year,5.0,0.0,0,81.52,0
1,two_year,6.0,1.0,0,106.3,0
35,two_year,8.0,0.0,0,96.1,0
20,one_year,8.0,3.0,2,120.32,0
31,one_year,6.0,1.0,0,97.1,0
30,two_year,7.0,1.0,0,97.35,0
7,two_year,5.0,0.0,0,92.45,0
72,two_year,4.0,1.0,0,88.06,0
66,two_year,7.0,0.0,0,83.1,0
8,two_year,9.0,1.0,0,111.86,0
50,two_year,5.0,1.0,0,97.41,0
27,two_year,8.0,0.0,1,84.27,0
72,one_year,1.0,1.0,1,89.07,0
11,two_year,1.0,1.0,0,101.75,0
9,one_year,6.0,2.0,0,87.88,0
25,two_year,8.0,0.0,0,81.11,0
5,one_year,4.0,1.0,1,131.83,0
43,one_year,9.0,0.0,0,91.61,0
27,one_year,8.0,0.0,1,79.29,1
30,one_year,6.0,0.0,0,92.04,0
1,one_year,4.0,0.0,1,100.3,0
2,one_year,8.0,0.0,0,94.47,0
11,two_year,7.0,1.0,0,99.22,0
6,one_year,3.0,0.0,0,91.43,0
16,two_year,3.0,0.0,0,68.01,0
5,one_year,5.0,0.0,1,86.61,0
43,two_year,9.0,0.0,0,107.33,0
29,one_year,5.0,2.0,0,69.76,0
32,one_year,5.0,0.0,0,82.25,0
10,two_year,7.0,0.0,3,106.4,1
64,two_year,2.0,1.0,0,55.61,0
10,one_year,7.0,0.0,1,125.7,0
58,one_year,4.0,1.0,0,53.63,1
27,two_year,6.0,0.0,1,68.98,0
5,two_year,9.0,0.0,0,136.21,0
13,two_year,9.0,0.0,0,87.78,0
9,one_year,9.0,1.0,0,112.54,0
8,one_year,9.0,0.0,0,79.96,0
20,one_year,7.0,2.0,1,48.23,1
43,two_year,2.0,1.0,0,92.22,0
72,one_year,7.0,0.0,1,76.37,0
1,two_year,7.0,0.0,1,99.93,0
17,two_year,8.0,2.0,0,136.76,0
72,one_year,7.0,0.0,0,61.38,0
3,one_year,7.0,0.0,1,77.66,0
28,one_year,8.0,1.0,0,69.78,0
2,one_year,8.0,1.0,0,144.39,0
5,one_year,7.0,1.0,0,53.9,0
6,two_year,5.0,0.0,1,55.43,0
6,one_year,8.0,1.0,0,57.32,1
48,one_year,8.0,0.0,0,100.01,0
2,one_year,8.0,2.0,0,65.77,0
72,one_year,7.0,1.0,0,82.78,0
14,one_year,2.0,3.0,0,94.56,1
15,two_year,7.0,1.0,0,107.32,0
15,two_year,4.0,0.0,0,112.02,0
24,one_year,9.0,0.0,0,92.0,0
2,one_year,6.0,1.0,0,72.79,1
27,one_year,6.0,0.0,0,107.02,0
1,one_year,8.0,3.0,0,45.65,0
5,one_year,5.0,0.0,0,83.06,0
2,one_year,3.0,2.0,0,111.86,1
24,one_year,6.0,2.0,0,133.22,0
72,two_year,6.0,0.0,1,133.78,0
15,two_year,5.0,1.0,0,55.45,0
12,one_year,1.0,1.0,2,93.09,0
10,two_year,7.0,1.0,0,45.56,0
51,one_year,7.0,1.0,0,99.63,0
2,one_year,6.0,1.0,1,56.02,0
70,one_year,5.0,0.0,1,113.11,0
18,two_year,1.0,0.0,0,83.6,0
56,one_year,2.0,1.0,0,101.43,1
57,two_year,8.0,1.0,0,93.51,0
10,two_year,9.0,2.0,0,171.12,0
41,one_year,7.0,1.0,0,81.03,0
21,two_year,7.0,2.0,0,64.48,0
10,two_year,6.0,2.0,0,63.8,0
72,one_year,9.0,1.0,0,114.68,0
1,two_year,7.0,1.0,0,102.89,0
55,one_year,9.0,1.0,0,104.55,0
43,one_year,2.0,0.0,0,84.08,0
6,one_year,4.0,0.0,0,101.85,0
11,one_year,1.0,1.0,0,44.74,0
21,one_year,8.0,1.0,0,73.46,0
23,one_year,6.0,0.0,1,79.5,0
16,one_year,6.0,2.0,1,63.84,0
6,one_year,5.0,1.0,0,65.96,0
6,one_year,7.0,0.0,1,58.7,0
11,one_year,5.0,0.0,0,89.63,0
1,one_year,3.0,0.0,0,72.37,0
72,two_year,2.0,1.0,0,84.33,0
1,two_year,8.0,1.0,0,65.51,0
10,one_year,9.0,0.0,0,95.4,0
5,two_year,4.0,0.0,0,68.33,0
8,one_year,4.0,0.0,0,93.38,0
8,one_year,4.0,0.0,0,128.12,0
4,two_year,9.0,1.0,1,84.15,0
4,two_year,1.0,0.0,0,103.37,0
24,two_year,7.0,0.0,0,90.33,0
4,one_year,4.0,0.0,0,51.72,0
67,one_year,7.0,0.0,0,76.68,0
38,two_year,7.0,0.0,1,86.58,0
8,two_year,5.0,1.0,0,86.5,0
1,one_year,8.0,0.0,0,71.34,0
6,two_year,7.0,1.0,0,110.62,0
23,two_year,4.0,1.0,0,68.29,0
3,two_year,6.0,0.0,1,123.05,0
10,one_year,9.0,0.0,1,129.41,0
31,one_year,5.0,0.0,0,99.43,1
23,two_year,4.0,0.0,0,74.5,0
22,one_year,3.0,0.0,0,54.46,0
21,one_year,9.0,1.0,1,53.64,0
1,one_year,2.0,1.0,0,94.2,1
31,one_year,4.0,1.0,0,59.95,0
24,two_year,4.0,0.0,0,89.5,0
72,two_year,9.0,1.0,1,111.7,0
13,one_year,5.0,0.0,1,81.57,0
63,one_year,8.0,0.0,0,107.75,0
2,two_year,5.0,0.0,0,94.55,0
10,one_year,6.0,0.0,0,120.78,0
72,one_year,2.0,1.0,0,77.27,0
43,two_year,9.0,0.0,0,42.0,0
37,one_year,6.0,1.0,1,113.47,1
16,one_year,2.0,0.0,1,109.07,0
11,two_year,9.0,0.0,0,111.2,0
11,two_year,6.0,1.0,0,96.5,0
72,two_year,7.0,0.0,0,62.09,0
5,one_year,8.0,0.0,0,79.2,1
25,two_year,6.0,2.0,1,117.42,0
18,one_year,4.0,0.0,1,74.91,0
5,one_year,7.0,0.0,0,103.99,0
13,two_year,8.0,0.0,1,81.18,0
8,one_year,1.0,1.0,1,51.48,0
14,month_to_month,8.0,1.0,1,90.44,0
29,two_year,9.0,1.0,0,81.27,0
6,two_year,7.0,1.0,0,105.12,0
11,one_year,6.0,0.0,1,90.15,0
7,month_to_month,3.0,3.0,0,81.71,1
6,one_year,7.0,1.0,1,74.09,0
31,one_year,9.0,1.0,0,123.6,0
40,one_year,7.0,2.0,0,126.56,0
41,two_year,6.0,2.0,0,61.11,0
59,two_year,7.0,0.0,0,76.64,0
1,two_year,6.0,1.0,1,69.52,0
1,two_year,5.0,3.0,1,81.82,0
41,one_year,7.0,0.0,0,89.92,0
17,one_year,9.0,0.0,0,158.6,0
52,one_year,1.0,4.0,0,68.92,0
67,two_year,9.0,1.0,1,98.86,0
9,one_year,9.0,1.0,0,69.56,0
35,two_year,5.0,1.0,3,77.86,0
9,two_year,3.0,0.0,0,114.58,0
19,one_year,9.0,1.0,0,87.87,0
28,two_year,8.0,2.0,1,51.88,0
13,one_year,9.0,0.0,0,109.79,0
72,two_year,7.0,1.0,2,91.46,0
2,one_year,9.0,0.0,0,110.01,0
1,one_year,7.0,1.0,0,74.54,0
18,one_year,6.0,0.0,0,53.61,0
18,one_year,7.0,0.0,0,89.85,0
48,two_year,4.0,3.0,1,104.5,0
14,two_year,8.0,0.0,0,100.54,0
6,one_year,9.0,2.0,1,35.12,0
5,one_year,6.0,0.0,1,61.45,0
9,two_year,7.0,0.0,0,75.17,0
8,one_year,7.0,0.0,0,99.8,0
5,month_to_month,8.0,1.0,1,98.6,1
3,two_year,6.0,0.0,1,108.51,0
62,two_year,7.0,3.0,0,106.18,0
26,one_year,8.0,2.0,0,112.54,1
22,one_year,9.0,0.0,0,95.46,0
1,two_year,7.0,1.0,0,79.36,0
23,two_year,8.0,0.0,0,135.29,0
34,one_year,9.0,1.0,2,50.49,0
5,two_year,9.0,2.0,0,146.74,0
29,month_to_month,6.0,1.0,1,86.52,1
26,one_year,7.0,0.0,2,97.34,0
40,one_year,7.0,0.0,0,91.64,0
23,one_year,5.0,4.0,1,94.64,0
8,one_year,4.0,1.0,0,58.11,0
60,two_year,8.0,0.0,1,34.11,0
25,one_year,7.0,1.0,1,53.08,0
9,one_year,8.0,1.0,1,93.54,0
11,two_year,7.0,1.0,1,59.5,0
45,two_year,7.0,0.0,0,128.8,0
12,two_year,5.0,1.0,1,159.35,0
9,two_year,7.0,0.0,1,77.97,0
20,two_year,9.0,3.0,1,33.47,0
9,two_year,8.0,2.0,0,77.7,0
30,two_year,3.0,1.0,0,54.9,0
33,one_year,9.0,2.0,0,77.02,0
4,one_year,8.0,0.0,2,123.07,0
27,two_year,9.0,0.0,0,98.83,0
47,one_year,7.0,0.0,0,82.35,0
59,two_year,4.0,0.0,0,99.32,0
5,one_year,8.0,0.0,2,87.39,0
4,one_year,7.0,0.0,0,109.77,0
26,two_year,8.0,2.0,0,80.75,0
9,one_year,7.0,2.0,2,82.81,0
11,two_year,7.0,0.0,0,88.86,0
3,two_year,9.0,0.0,0,47.97,0
72,one_year,6.0,0.0,0,84.27,0
58,one_year,4.0,1.0,3,73.25,1
20,two_year,4.0,3.0,0,86.15,0
72,one_year,9.0,0.0,1,117.09,0
2,two_year,8.0,1.0,0,90.59,0
68,one_year,7.0,2.0,0,46.41,0
7,month_to_month,9.0,0.0,0,78.39,1
15,one_year,7.0,1.0,1,83.68,0
23,two_year,7.0,0.0,0,70.88,0
16,one_year,7.0,1.0,1,102.12,0
5,two_year,4.0,2.0,1,62.38,0
13,two_year,8.0,0.0,1,77.4,0
1,one_year,1.0,0.0,0,51.24,0
1,one_year,9.0,0.0,1,88.14,0
29,two_year,8.0,1.0,0,70.8,0
3,two_year,4.0,2.0,1,109.29,0
8,one_year,9.0,0.0,0,84.64,0
18,one_year,6.0,0.0,0,77.28,0
7,one_year,9.0,0.0,0,55.53,0
43,two_year,2.0,1.0,0,112.2,0
1,one_year,7.0,0.0,0,107.65,0
11,two_year,8.0,0.0,0,59.02,0
6,two_year,9.0,0.0,0,80.29,0
12,one_year,8.0,0.0,1,86.41,0
39,one_year,7.0,1.0,1,113.71,0
1,one_year,5.0,1.0,0,110.76,0
22,two_year,8.0,1.0,1,58.85,0
34,two_year,3.0,4.0,0,109.73,0
1,two_year,6.0,1.0,2,40.9,0
11,one_year,9.0,0.0,0,91.04,0
72,one_year,8.0,1.0,0,110.46,0
7,two_year,9.0,1.0,0,103.73,0
32,one_year,8.0,1.0,1,40.86,0
46,two_year,6.0,0.0,0,77.57,0
3,one_year,7.0,1.0,0,71.3,0
72,one_year,4.0,1.0,0,88.97,0
10,two_year,7.0,2.0,0,55.55,0
4,one_year,3.0,0.0,0,93.13,0
37,one_year,1.0,0.0,0,111.52,0
56,two_year,7.0,1.0,0,62.65,0
39,one_year,2.0,0.0,0,105.35,0
35,two_year,8.0,1.0,1,112.36,0
23,one_year,2.0,0.0,0,41.16,0
43,one_year,6.0,0.0,0,89.0,0
72,one_year,7.0,0.0,0,65.31,0
2,two_year,4.0,2.0,2,59.94,1
5,two_year,7.0,3.0,1,43.43,0
11,one_year,9.0,1.0,0,77.1,0
1,two_year,4.0,1.0,0,81.38,0
5,two_year,9.0,1.0,1,91.84,0
72,one_year,4.0,2.0,2,93.59,1
49,two_year,8.0,2.0,0,112.89,0
72,one_year,7.0,0.0,0,93.81,0
47,one_year,6.0,1.0,1,117.8,0
7,one_year,7.0,2.0,1,56.56,0
1,one_year,4.0,1.0,0,132.65,0
19,one_year,3.0,2.0,1,79.89,0
7,one_year,4.0,1.0,0,69.95,0
8,one_year,8.0,3.0,0,113.07,0
13,one_year,8.0,0.0,1,73.72,0
5,one_year,9.0,0.0,2,54.47,0
1,one_year,5.0,1.0,2,88.53,0
25,one_year,5.0,1.0,0,53.75,0
41,one_year,7.0,1.0,0,103.65,0
35,one_year,9.0,1.0,0,88.71,0
20,one_year,5.0,0.0,0,98.55,0
8,two_year,7.0,2.0,0,78.4,0
1,one_year,5.0,0.0,1,58.09,0
28,two_year,9.0,2.0,0,72.63,1
2,one_year,6.0,0.0,0,60.01,0
28,one_year,9.0,1.0,0,93.91,0
15,one_year,8.0,0.0,0,99.8,0
27,two_year,8.0,1.0,0,120.68,0
5,two_year,9.0,0.0,0,65.7,0
1,two_year,5.0,1.0,0,101.77,1
23,one_year,8.0,1.0,2,78.36,0
13,one_year,2.0,2.0,0,100.17,0
40,one_year,6.0,0.0,0,85.62,0
18,two_year,8.0,0.0,1,73.71,1
8,two_year,9.0,2.0,1,100.78,0
39,one_year,6.0,0.0,1,77.19,0
72,one_year,1.0,0.0,0,96.75,0
1,one_year,6.0,2.0,0,93.06,0
10,one_year,3.0,1.0,0,90.31,0
8,one_year,7.0,1.0,0,92.58,1
17,one_year,6.0,1.0,1,99.6,0
6,one_year,3.0,1.0,0,95.03,0
22,two_year,8.0,1.0,0,55.27,0
15,two_year,8.0,3.0,1,119.03,0
1,one_year,3.0,0.0,0,78.29,0
59,two_year,3.0,1.0,1,86.29,0
1,one_year,7.0,1.0,0,46.34,0
9,two_year,9.0,1.0,0,128.34,0
28,one_year,7.0,0.0,0,116.73,0
2,two_year,8.0,1.0,1,55.73,0
12,two_year,3.0,1.0,0,125.64,0
15,two_year,2.0,2.0,0,64.62,0
6,one_year,2.0,0.0,1,74.07,0
17,two_year,9.0,0.0,0,71.94,0
29,one_year,6.0,0.0,0,109.73,0
72,one_year,2.0,0.0,0,68.97,1
26,one_year,3.0,0.0,0,69.44,0
1,one_year,2.0,1.0,0,98.79,1
24,two_year,5.0,1.0,0,67.77,0
5,two_year,4.0,0.0,1,67.9,0
72,two_year,7.0,0.0,0,78.41,0
1,one_year,7.0,1.0,0,77.88,0
28,two_year,3.0,3.0,0,62.35,0
2,two_year,9.0,0.0,0,42.15,0
19,one_year,8.0,0.0,0,82.66,0
5,one_year,8.0,2.0,0,128.77,0
8,two_year,9.0,3.0,0,105.93,0
2,two_year,9.0,1.0,0,102.04,0
40,one_year,9.0,1.0,0,156.64,0
37,one_year,9.0,0.0,0,71.86,0
13,one_year,8.0,0.0,0,89.46,1
19,two_year,7.0,0.0,0,74.5,0
14,one_year,2.0,1.0,0,89.59,0
54,one_year,6.0,0.0,0,83.8,0
40,one_year,5.0,1.0,0,73.04,0
3,one_year,9.0,3.0,0,65.7,0
1,two_year,6.0,0.0,0,92.66,0
31,one_year,9.0,1.0,0,76.09,0
2,two_year,9.0,0.0,0,111.44,0
72,one_year,2.0,1.0,0,87.47,0
24,two_year,8.0,3.0,0,149.93,0
3,one_year,5.0,0.0,1,88.51,0
13,two_year,7.0,2.0,1,110.76,0
4,one_year,9.0,2.0,0,101.4,0
14,one_year,7.0,1.0,0,104.31,0
11,one_year,9.0,2.0,1,139.95,0
11,two_year,8.0,1.0,1,85.47,0
58,one_year,4.0,0.0,2,130.28,0
13,two_year,2.0,1.0,1,104.94,0
43,two_year,6.0,1.0,0,95.05,0
40,two_year,5.0,1.0,1,79.09,0
24,one_year,6.0,1.0,1,138.74,0
25,one_year,8.0,0.0,0,95.0,0
14,one_year,5.0,0.0,2,83.71,0
15,one_year,8.0,1.0,0,37.08,0
4,one_year,8.0,0.0,0,127.65,0
72,two_year,9.0,0.0,0,57.15,0
6,one_year,3.0,2.0,0,88.5,0
10,two_year,5.0,0.0,0,99.93,0
58,two_year,3.0,1.0,0,62.38,0
3,two_year,7.0,1.0,1,112.74,0
36,one_year,7.0,4.0,0,92.98,0
1,one_year,1.0,0.0,0,103.61,0
22,one_year,5.0,0.0,0,93.25,0
9,two_year,9.0,0.0,0,112.96,0
51,one_year,5.0,1.0,0,101.82,0
9,one_year,3.0,2.0,0,32.99,0
57,two_year,3.0,0.0,0,108.33,0
1,one_year,3.0,1.0,1,106.6,0
7,two_year,7.0,0.0,1,79.85,0
1,two_year,8.0,1.0,0,89.01,0
33,two_year,8.0,1.0,0,103.34,0
14,one_year,2.0,1.0,0,86.31,1
39,two_year,5.0,2.0,1,95.01,0
17,one_year,6.0,0.0,1,32.32,0
7,two_year,4.0,1.0,0,68.09,0
8,month_to_month,8.0,0.0,0,86.28,0
1,one_year,5.0,1.0,0,80.03,0
13,one_year,2.0,2.0,0,92.19,1
3,two_year,2.0,2.0,0,99.4,1
34,one_year,9.0,1.0,0,107.49,0
8,one_year,9.0,0.0,0,116.1,0
2,month_to_month,7.0,0.0,0,70.09,0
8,two_year,6.0,1.0,0,118.93,0
24,two_year,5.0,1.0,0,55.74,0
3,two_year,9.0,0.0,2,89.06,0
55,month_to_month,5.0,0.0,0,88.07,1
11,one_year,9.0,0.0,0,88.54,0
8,one_year,8.0,0.0,2,64.09,1
7,one_year,5.0,0.0,0,65.14,0
29,one_year,8.0,0.0,0,94.87,0
21,two_year,9.0,1.0,0,112.56,0
2,one_year,4.0,1.0,0,61.43,0
53,two_year,9.0,1.0,1,58.49,0
18,two_year,3.0,0.0,0,97.24,0
21,two_year,2.0,1.0,1,111.72,0
71,one_year,9.0,0.0,1,91.91,0
37,two_year,5.0,0.0,0,72.27,0
72,one_year,8.0,1.0,1,87.47,0
1,two_year,5.0,2.0,0,108.29,0
42,two_year,9.0,4.0,1,78.0,0
27,two_year,9.0,2.0,0,59.36,0
25,two_year,6.0,2.0,0,55.55,0
64,one_year,8.0,0.0,1,87.58,0
1,one_year,9.0,1.0,0,87.12,0
9,two_year,4.0,0.0,0,98.61,0
39,one_year,7.0,1.0,0,123.29,0
5,two_year,6.0,1.0,0,90.15,0
1,two_year,3.0,0.0,0,93.54,1
72,one_year,7.0,3.0,0,92.53,0
12,one_year,3.0,2.0,1,83.95,0
8,one_year,5.0,1.0,0,117.86,0
16,two_year,5.0,1.0,0,79.66,0
39,two_year,9.0,1.0,0,75.05,0
54,two_year,3.0,0.0,0,105.97,1
19,two_year,8.0,1.0,0,76.13,0
5,two_year,1.0,1.0,0,103.37,0
3,two_year,5.0,0.0,1,148.07,0
21,two_year,8.0,0.0,0,72.36,0
65,one_year,5.0,0.0,2,101.92,0
27,one_year,5.0,0.0,0,86.12,0
19,one_year,8.0,0.0,2,111.4,0
4,one_year,8.0,1.0,0,109.33,0
9,one_year,9.0,0.0,0,90.56,0
10,one_year,4.0,2.0,0,111.72,0
34,one_year,8.0,1.0,0,60.45,0
4,one_year,5.0,0.0,0,102.34,0
3,one_year,3.0,2.0,1,126.8,1
4,one_year,7.0,0.0,2,54.18,0
37,one_year,8.0,2.0,0,55.92,0
53,one_year,3.0,0.0,2,79.66,1
69,one_year,8.0,1.0,0,71.59,0
56,two_year,1.0,1.0,0,66.37,0
23,two_year,1.0,1.0,0,58.23,0
2,one_year,8.0,1.0,0,81.26,0
4,two_year,9.0,0.0,0,71.38,0
21,two_year,3.0,3.0,0,117.79,0
2,two_year,8.0,1.0,0,62.73,0
15,two_year,7.0,0.0,1,118.51,0
42,one_year,5.0,0.0,0,99.41,0
9,one_year,3.0,1.0,0,44.51,0
19,one_year,6.0,0.0,0,81.88,1
42,two_year,7.0,3.0,0,80.68,0
25,one_year,5.0,2.0,1,75.77,1
9,one_year,7.0,0.0,0,95.08,1
9,two_year,5.0,0.0,0,121.47,0
13,two_year,8.0,1.0,0,87.93,1
70,two_year,8.0,0.0,1,103.17,1
65,one_year,2.0,2.0,1,58.74,0
4,one_year,6.0,0.0,0,107.9,0
7,two_year,9.0,1.0,0,94.85,0
72,two_year,9.0,1.0,0,85.22,0
20,two_year,7.0,1.0,1,123.85,0
56,one_year,8.0,1.0,1,98.89,0
3,one_year,8.0,1.0,2,68.57,0
7,two_year,9.0,0.0,0,111.48,0
32,two_year,5.0,0.0,0,117.56,0
12,two_year,6.0,0.0,0,116.67,0
34,one_year,4.0,0.0,0,73.46,0
11,one_year,6.0,0.0,1,33.67,1
55,two_year,7.0,2.0,0,74.61,0
21,two_year,8.0,2.0,2,101.14,0
1,two_year,8.0,0.0,0,88.03,0
11,two_year,7.0,1.0,1,116.41,0
19,one_year,3.0,0.0,1,46.22,1
51,one_year,5.0,2.0,0,90.85,0
45,two_year,7.0,3.0,1,83.97,0
11,one_year,5.0,2.0,0,69.82,0
36,one_year,8.0,1.0,0,65.89,0
14,two_year,3.0,3.0,1,63.13,0
23,two_year,2.0,1.0,1,135.34,0
1,one_year,8.0,0.0,0,89.85,0
7,one_year,3.0,2.0,0,104.25,0
1,two_year,4.0,0.0,0,88.13,0
16,one_year,8.0,0.0,1,86.13,0
7,two_year,3.0,2.0,0,131.47,0
14,two_year,7.0,1.0,2,94.86,0
34,two_year,9.0,0.0,0,101.52,0
2,two_year,8.0,0.0,0,109.42,0
